season_id,season
1880,Autumn
1881,Autumn
1882,Autumn
1883,Autumn
1884,Autumn
1885,Autumn
1886,Autumn
1887,Autumn
1888,Autumn
1889,Autumn
1890,Autumn
1891,Autumn
1892,Autumn
1893,Autumn
1894,Autumn
1895,Autumn
1896,Autumn
1897,Autumn
1898,Autumn
1899,Autumn
1900,Autumn
1901,Autumn
1902,Autumn
1903,Autumn
1904,Autumn
1905,Autumn
1906,Autumn
1907,Autumn
1908,Autumn
1909,Autumn
1910,Autumn
1911,Autumn
1912,Autumn
1913,Autumn
1914,Autumn
1915,Autumn
1916,Autumn
1917,Autumn
1918,Autumn
1919,Autumn
1920,Autumn
1921,Autumn
1922,Autumn
1923,Autumn
1924,Autumn
1925,Autumn
1926,Autumn
1927,Autumn
1928,Autumn
1929,Autumn
1930,Autumn
1931,Autumn
1932,Autumn
1933,Autumn
1934,Autumn
1935,Autumn
1936,Autumn
1937,Autumn
1938,Autumn
1939,Autumn
1940,Autumn
1941,Autumn
1942,Autumn
1943,Autumn
1944,Autumn
1945,Autumn
1946,Autumn
1947,Autumn
1948,Autumn
1949,Autumn
1950,Autumn
1951,Autumn
1952,Autumn
1953,Autumn
1954,Autumn
1955,Autumn
1956,Autumn
1957,Autumn
1958,Autumn
1959,Autumn
1960,Autumn
1961,Autumn
1962,Autumn
1963,Autumn
1964,Autumn
1965,Autumn
1966,Autumn
1967,Autumn
1968,Autumn
1969,Autumn
1970,Autumn
1971,Autumn
1972,Autumn
1973,Autumn
1974,Autumn
1975,Autumn
1976,Autumn
1977,Autumn
1978,Autumn
1979,Autumn
1980,Autumn
1981,Autumn
1982,Autumn
1983,Autumn
1984,Autumn
1985,Autumn
1986,Autumn
1987,Autumn
1988,Autumn
1989,Autumn
1990,Autumn
1991,Autumn
1992,Autumn
1993,Autumn
1994,Autumn
1995,Autumn
1996,Autumn
1997,Autumn
1998,Autumn
1999,Autumn
2000,Autumn
2001,Autumn
2002,Autumn
2003,Autumn
2004,Autumn
2005,Autumn
2006,Autumn
2007,Autumn
2008,Autumn
2009,Autumn
2010,Autumn
2011,Autumn
2012,Autumn
2013,Autumn
2014,Autumn
2015,Autumn
